WorkerId,WorkTimeInSeconds,Answer.img_0_id,Answer.img_0_word_0,Answer.img_0_word_1,Answer.img_0_word_2,Answer.img_0_word_3,Answer.img_0_word_4,Answer.img_1_id,Answer.img_1_word_0,Answer.img_1_word_1,Answer.img_1_word_2,Answer.img_1_word_3,Answer.img_1_word_4,Answer.img_2_id,Answer.img_2_word_0,Answer.img_2_word_1,Answer.img_2_word_2,Answer.img_2_word_3,Answer.img_2_word_4,Answer.img_3_id,Answer.img_3_word_0,Answer.img_3_word_1,Answer.img_3_word_2,Answer.img_3_word_3,Answer.img_3_word_4,Answer.img_4_id,Answer.img_4_word_0,Answer.img_4_word_1,Answer.img_4_word_2,Answer.img_4_word_3,Answer.img_4_word_4,Answer.img_5_id,Answer.img_5_word_0,Answer.img_5_word_1,Answer.img_5_word_2,Answer.img_5_word_3,Answer.img_5_word_4,Answer.img_6_id,Answer.img_6_word_0,Answer.img_6_word_1,Answer.img_6_word_2,Answer.img_6_word_3,Answer.img_6_word_4,Answer.img_7_id,Answer.img_7_word_0,Answer.img_7_word_1,Answer.img_7_word_2,Answer.img_7_word_3,Answer.img_7_word_4,Answer.img_8_id,Answer.img_8_word_0,Answer.img_8_word_1,Answer.img_8_word_2,Answer.img_8_word_3,Answer.img_8_word_4,Answer.img_9_id,Answer.img_9_word_0,Answer.img_9_word_1,Answer.img_9_word_2,Answer.img_9_word_3,Answer.img_9_word_4,Answer.treatment_id
A2UUT3XS4L80YU,877,cultural_0,Dragon Carnival,Enjoying Group,National Festival,Colours Carnival,Tabloue Group,cultural_1,Enjoyment Group,National Festival,Theatre Art,Art Form,Mens Performance,cultural_2,Musical group,Band Music,Instrument Play,Outdoor Music,Cultural Programme,cultural_3,Horse Riders,Dogs Pack,Royal Man,Royal Hunters,Site Seeing,cultural_4,Horse Rider,Live Performance,Horse Play,Horse Riding,Horse Race,test_0,Lord Worship,Prayer Room,Lord of Wealth,Religious Ceremony,Hindu God,test_1,Break Fast,Side Dishes,Evening Snacks,Pizza and Salad,Baked snacks,test_2,Sugar Fries,Evening Snacks,Indian Dishes,Local Food,Food Items,test_3,Non-Vegetarian,Fish and Prawns,Sea Food,Food Arrangement,Seafood Decoration,test_4,Veggie Soup,Starter Lunch,Side Dish,Soup and Rusk,Spicy Soup,1
A15HCNDF7USLVX,1002,ingredients_0,TASTY,HEALTHY,NUTS,IT DIGREESSES POSSIBILITY OF CANCER,COSTLY,ingredients_1,FATY,UNHEALTHY,it causes cholesterol,colorful,presevatives,ingredients_2,natural,greeny,not tasty,healthy,cheapest,ingredients_3,ingrediance for recipe,chees & egg is very fat,very energetic,cute,not so tasty,ingredients_4,vegitables,spicy,healthy,natural,nice picks,test_0,colorful,very expensive,yemmy,fully spicy,touched with red color,test_1,royal,spicy,nice setting,costly,tasty,test_2,not healthy,taditional touch,tasty,nice shot,servig dish,test_3,not cooked,sea food,spicy,cool,wet dish,test_4,soup,traditional,modern,nice serving,sweet & spicy,4
A1MTORNOU8G39,366,ambiguous_0,food,bread slice,capsicum,sauce,breaksfast,ambiguous_1,tomato,pasta,lime,delicious,dish,ambiguous_2,fish,egg,sauce,cucumber,onion,ambiguous_3,tomato,broccoli,dish,delicious,tomato,ambiguous_4,lime,fried chicken,cheese,sauce,potato,test_0,Lord Ganesha,samosa,offerings,Kolukattai,kesari,test_1,noodles,salad,pizza,wine,burger,test_2,cheese rolls,oysters,fried items,samosa,pasta,test_3,fish,corn,tomato,chicken,egg,test_4,bread,soup,butter,tomato,delicious,0
A32ICMGDXWPTA3,827,ambiguous_0,Gourmet,Platter,breakfast,serve,meal,ambiguous_1,pasta,meal,lunch,dinner,vegetarian,ambiguous_2,meal,seafood,serve,platter,diet,ambiguous_3,vegetarian,dressing,cheese,Italian,dinner,ambiguous_4,meal,lunch,dinner,served,menu,test_0,god,festival,offerings,ganesha,prasad,test_1,Italian,gourmet,delicious,mouthwatering,appreciative,test_2,chinese,momo,seafood,springrolls,steamed,test_3,Japanese,cuisine,seafood,salad,sushi,test_4,soup,bread,dolls,well-served,appreciate,5
A1I9ZBV75AVWUS,211,ambiguous_0,sausage,food,plate,dinner,bread,ambiguous_1,pasta,tomatoes,asparagus,lime,food,ambiguous_2,salmon,garnish,food,dinner,eggs,ambiguous_3,tomato,broccoli,cheese,meat,garnish,ambiguous_4,lemon,chicken fried steak,potatoes,dish,dinner,test_0,food,indian,bread,sauces,dishes,test_1,pizza,wine,vegetables,spaghetti,bread,test_2,egg rolls,wontons,spring rolls,dumplings,meat,test_3,salmon,octopus,shrimp,sushi,squid,test_4,soup,bread,food,snack,dish,0
A2T91F321UGZBX,448,ingredients_0,herb,Spice,Food,seamless,ingredient,ingredients_1,bowl,bread,butter,silver,powder,ingredients_2,chili,lemon,garlic,tomato,plate,ingredients_3,mug,powder,bowl,egg,butter,ingredients_4,glass,chilli,onion,bowl,lemon,test_0,god,puja,red,green,food,test_1,table,wine,pizza,food,grapes,test_2,food,plate,table,roll,jam,test_3,plate,sweet,table,badusa,green,test_4,toy,plate,gravie,red,food,2
A11AC8ZZG6UC7U,306,ingredients_0,nuts,munchies,peanuts,walnuts,almonds,ingredients_1,food,asian,fusion,sauce,bread,ingredients_2,green,vegetables,healthy,juice,youth,ingredients_3,spices,butter,sugar,eggs,yolk,ingredients_4,oil,vegetables,green,leafy,onion,test_0,spices,asian,sesame,chicken,gourmet,test_1,roti,pizza,wine,spaghetti,italian,test_2,siumai,rolls,chinese,fusion,meat,test_3,sushi,japanese,salmon,egg,tuna,test_4,spice,bread,asian,spicy,tofu,4
ASC5U0HUIET4Z,740,ingredients_0,NUTRITIOUS,DELICIOUS,HEALTHY,OILY,GLOWING SKIN,ingredients_1,TASTY,HEALTHY,PROTEIN,BUTTERY,SOFT,ingredients_2,GREENY,CHOLESTEROL FREE,SPICY,HOT,HEALTHY,ingredients_3,PROTEIN,MILKY,NOT SPICY,BREAKFAST,TASTY,ingredients_4,SPICY,GREENY,VEGETABLES,RISK FREE,NATURAL,test_0,HEALTHY,TASTY,DELECIOUS,SPICY,CRISPY,test_1,SPICY,TASTY,DELECIOUS,MOUTH WATERING,HOT,test_2,BREAKFAST,MILKY,CRUNCHY,FRIED,ATTRACTIVE,test_3,RAW,HEALTHY,NOT COOKED,GREENY,FOODIE,test_4,SPICY,AROMA,SOFT,BREAKFAST,OILY,4
ANTFH2AVLU1OW,470,cultural_0,CHINA,DRGON,PEOPLE,CULTURE,DANCE,cultural_1,MAN,MAGIC,CULTURES,FLAG,COLOR,cultural_2,GUITAR,VIOLIN,CAP,MUSIC,SMILE,cultural_3,RIDE,HORSE,DOG,DRIVE,RIDERS,cultural_4,SPORTS,HORSE,CAP,MAN,PEOPLE,test_0,GOD,POOJAS,PRAYER,THINGS,VINAYAGA,test_1,TABLE,PIZZA,WINE,CLOTH,FOOD,test_2,FOOD,BOX,PLATE,SWEET,ROLL,test_3,BOWL,FISH,PRAWN,ONION,VEGETSABLES,test_4,DOLL,SOUP,BOWL,SWEET,FIVE,6
A30JTO8SWF3VMM,199,ingredients_0,nuts,brown,fatty,healthy,brainfood,ingredients_1,recipe,ingredients,meat,hamburger,food,ingredients_2,mexican,food,salsa,pico,hot,ingredients_3,brownies,chocolate,sweets,baking,recipe,ingredients_4,spices,potatoes,healthy,fresh,seasonings,test_0,feast,indian,food,spicy,rich,test_1,italian,spaghetti,pizza,calzone,wine,test_2,eggrolls,dumplings,chineese,salty,fried,test_3,sushi,healthy,japaneese,fresh,colorful,test_4,russian,soup,bland,hearty,strange,2
A291KO368YRYCR,362,cultural_0,festive,parade,dragon,celebration,float,cultural_1,performance,dance,men,stage,pose,cultural_2,mariachi,guitar,traditional,music,violin,cultural_3,horses,fox,hunt,riding,hounds,cultural_4,rodeo,cowboy,buck,horse,arena,test_0,feast,holiday,ganesh,traditional,food,test_1,Italian,food,pizza,pasta,vino,test_2,steamer,feast,food,traditional,spring roll,test_3,sushi,sahimi,Japan,feast,shrimp,test_4,European,dolls,traditional,borscht,soup,6
ARBKDP2LJ7J3I,351,ingredients_0,Almond,Peanut,Cashewnut,Protein,Nuts,ingredients_1,Buns,Ghee,Food,Preparation,bowls,ingredients_2,Chilli,Lemon,Green,White,Onion,ingredients_3,Eggs,Floor,Masala,Oil,Butter,ingredients_4,Chilli,Corriander,Onion,Water,Garlic,test_0,Ganesha,Sweets,Chatni,Samosa,Worship,test_1,Pizza,Patty,Tomato,Garlic,Flowers,test_2,Food,Chinese,Yellow,Folds,Seven,test_3,Meat,Non-Vegetarian,Crab,Fish,Flash,test_4,soup,Tomato,Chili,Butter,Salt,4
